metric	condition	incident_id	split	run_id	qrels_version	eligible	value	undefined_reason	qrels_provenance
top3_service_acc	GH	inc_666f8c5628760ebf	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GH	inc_666f8c5628760ebf	test	run_GH	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GH	inc_666f8c5628760ebf	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-B	inc_3ca96f4fd6ec63a3	test	run_IR-B	06.F2-v1	false	0.2562	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-B	inc_3ca96f4fd6ec63a3	test	run_IR-B	06.F2-v1	false	0.2500	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-B	inc_3ca96f4fd6ec63a3	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-D	inc_3ca96f4fd6ec63a3	test	run_IR-D	06.F2-v1	false	0.1316	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-D	inc_3ca96f4fd6ec63a3	test	run_IR-D	06.F2-v1	false	0.2500	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-D	inc_3ca96f4fd6ec63a3	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-H	inc_3ca96f4fd6ec63a3	test	run_IR-H	06.F2-v1	false	0.0623	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-H	inc_3ca96f4fd6ec63a3	test	run_IR-H	06.F2-v1	false	0.2000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-H	inc_3ca96f4fd6ec63a3	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	G0	inc_3ca96f4fd6ec63a3	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	G0	inc_3ca96f4fd6ec63a3	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	G0	inc_3ca96f4fd6ec63a3	test	run_G0	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	G0	inc_3ca96f4fd6ec63a3	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GB	inc_3ca96f4fd6ec63a3	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GB	inc_3ca96f4fd6ec63a3	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GB	inc_3ca96f4fd6ec63a3	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GB	inc_3ca96f4fd6ec63a3	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_3ca96f4fd6ec63a3	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_3ca96f4fd6ec63a3	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_3ca96f4fd6ec63a3	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_3ca96f4fd6ec63a3	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GH	inc_3ca96f4fd6ec63a3	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GH	inc_3ca96f4fd6ec63a3	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GH	inc_3ca96f4fd6ec63a3	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GH	inc_3ca96f4fd6ec63a3	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-B	inc_ee53782e9c264b25	test	run_IR-B	06.F2-v1	false	0.2703	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-B	inc_ee53782e9c264b25	test	run_IR-B	06.F2-v1	false	0.2500	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-B	inc_ee53782e9c264b25	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-D	inc_ee53782e9c264b25	test	run_IR-D	06.F2-v1	false	0.0693	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-D	inc_ee53782e9c264b25	test	run_IR-D	06.F2-v1	false	0.2500	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-D	inc_ee53782e9c264b25	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-H	inc_ee53782e9c264b25	test	run_IR-H	06.F2-v1	false	0.2703	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-H	inc_ee53782e9c264b25	test	run_IR-H	06.F2-v1	false	0.2500	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-H	inc_ee53782e9c264b25	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	G0	inc_ee53782e9c264b25	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	G0	inc_ee53782e9c264b25	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	G0	inc_ee53782e9c264b25	test	run_G0	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	G0	inc_ee53782e9c264b25	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GB	inc_ee53782e9c264b25	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GB	inc_ee53782e9c264b25	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GB	inc_ee53782e9c264b25	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GB	inc_ee53782e9c264b25	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_ee53782e9c264b25	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_ee53782e9c264b25	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_ee53782e9c264b25	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_ee53782e9c264b25	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GH	inc_ee53782e9c264b25	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GH	inc_ee53782e9c264b25	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GH	inc_ee53782e9c264b25	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GH	inc_ee53782e9c264b25	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-B	inc_77ceaec9d84d6e25	test	run_IR-B	06.F2-v1	false	0.4125	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-B	inc_77ceaec9d84d6e25	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-B	inc_77ceaec9d84d6e25	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-D	inc_77ceaec9d84d6e25	test	run_IR-D	06.F2-v1	false	0.5524	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-D	inc_77ceaec9d84d6e25	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-D	inc_77ceaec9d84d6e25	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-H	inc_77ceaec9d84d6e25	test	run_IR-H	06.F2-v1	false	0.3249	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-H	inc_77ceaec9d84d6e25	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-H	inc_77ceaec9d84d6e25	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	G0	inc_77ceaec9d84d6e25	test	run_G0	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	G0	inc_77ceaec9d84d6e25	test	run_G0	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	G0	inc_77ceaec9d84d6e25	test	run_G0	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	G0	inc_77ceaec9d84d6e25	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GB	inc_77ceaec9d84d6e25	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GB	inc_77ceaec9d84d6e25	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GB	inc_77ceaec9d84d6e25	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GB	inc_77ceaec9d84d6e25	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_77ceaec9d84d6e25	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_77ceaec9d84d6e25	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_77ceaec9d84d6e25	test	run_GD	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_77ceaec9d84d6e25	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GH	inc_77ceaec9d84d6e25	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GH	inc_77ceaec9d84d6e25	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GH	inc_77ceaec9d84d6e25	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GH	inc_77ceaec9d84d6e25	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-B	inc_1340494405aa1c58	test	run_IR-B	06.F2-v1	false	0.4125	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-B	inc_1340494405aa1c58	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-B	inc_1340494405aa1c58	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-D	inc_1340494405aa1c58	test	run_IR-D	06.F2-v1	false	0.7393	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-D	inc_1340494405aa1c58	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-D	inc_1340494405aa1c58	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-H	inc_1340494405aa1c58	test	run_IR-H	06.F2-v1	false	0.5342	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-H	inc_1340494405aa1c58	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-H	inc_1340494405aa1c58	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	G0	inc_1340494405aa1c58	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	G0	inc_1340494405aa1c58	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	G0	inc_1340494405aa1c58	test	run_G0	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	G0	inc_1340494405aa1c58	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GB	inc_1340494405aa1c58	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GB	inc_1340494405aa1c58	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GB	inc_1340494405aa1c58	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GB	inc_1340494405aa1c58	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_1340494405aa1c58	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_1340494405aa1c58	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_1340494405aa1c58	test	run_GD	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_1340494405aa1c58	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GH	inc_1340494405aa1c58	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GH	inc_1340494405aa1c58	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GH	inc_1340494405aa1c58	test	run_GH	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GH	inc_1340494405aa1c58	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-B	inc_792aba678ac59ed6	test	run_IR-B	06.F2-v1	false	0.3356	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-B	inc_792aba678ac59ed6	test	run_IR-B	06.F2-v1	false	0.3333	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-B	inc_792aba678ac59ed6	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-D	inc_792aba678ac59ed6	test	run_IR-D	06.F2-v1	false	0.0782	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-D	inc_792aba678ac59ed6	test	run_IR-D	06.F2-v1	false	0.2000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-D	inc_792aba678ac59ed6	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-H	inc_792aba678ac59ed6	test	run_IR-H	06.F2-v1	false	0.2345	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-H	inc_792aba678ac59ed6	test	run_IR-H	06.F2-v1	false	0.2000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-H	inc_792aba678ac59ed6	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	G0	inc_792aba678ac59ed6	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	G0	inc_792aba678ac59ed6	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	G0	inc_792aba678ac59ed6	test	run_G0	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	G0	inc_792aba678ac59ed6	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GB	inc_792aba678ac59ed6	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GB	inc_792aba678ac59ed6	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GB	inc_792aba678ac59ed6	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GB	inc_792aba678ac59ed6	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_792aba678ac59ed6	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_792aba678ac59ed6	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_792aba678ac59ed6	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_792aba678ac59ed6	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GH	inc_792aba678ac59ed6	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GH	inc_792aba678ac59ed6	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GH	inc_792aba678ac59ed6	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GH	inc_792aba678ac59ed6	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-B	inc_992fcfd045820f03	test	run_IR-B	06.F2-v1	false	0.0782	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-B	inc_992fcfd045820f03	test	run_IR-B	06.F2-v1	false	0.2000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-B	inc_992fcfd045820f03	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-D	inc_992fcfd045820f03	test	run_IR-D	06.F2-v1	false	0.5907	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-D	inc_992fcfd045820f03	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-D	inc_992fcfd045820f03	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-H	inc_992fcfd045820f03	test	run_IR-H	06.F2-v1	false	0.1275	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-H	inc_992fcfd045820f03	test	run_IR-H	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-H	inc_992fcfd045820f03	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	G0	inc_992fcfd045820f03	test	run_G0	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	G0	inc_992fcfd045820f03	test	run_G0	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	G0	inc_992fcfd045820f03	test	run_G0	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	G0	inc_992fcfd045820f03	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GB	inc_992fcfd045820f03	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GB	inc_992fcfd045820f03	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GB	inc_992fcfd045820f03	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GB	inc_992fcfd045820f03	test	run_GB	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_992fcfd045820f03	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_992fcfd045820f03	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_992fcfd045820f03	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_992fcfd045820f03	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GH	inc_992fcfd045820f03	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GH	inc_992fcfd045820f03	test	run_GH	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GH	inc_992fcfd045820f03	test	run_GH	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GH	inc_992fcfd045820f03	test	run_GH	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-B	inc_485a27d825269561	test	run_IR-B	06.F2-v1	false	0.3008	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-B	inc_485a27d825269561	test	run_IR-B	06.F2-v1	false	0.3333	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-B	inc_485a27d825269561	test	run_IR-B	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-D	inc_485a27d825269561	test	run_IR-D	06.F2-v1	false	0.6844	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-D	inc_485a27d825269561	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-D	inc_485a27d825269561	test	run_IR-D	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
passage_ndcg_5	IR-H	inc_485a27d825269561	test	run_IR-H	06.F2-v1	false	0.4704	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
mrr_10	IR-H	inc_485a27d825269561	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
recall_20	IR-H	inc_485a27d825269561	test	run_IR-H	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	G0	inc_485a27d825269561	test	run_G0	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	G0	inc_485a27d825269561	test	run_G0	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	G0	inc_485a27d825269561	test	run_G0	06.F2-v1	false	0.5000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	G0	inc_485a27d825269561	test	run_G0	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GB	inc_485a27d825269561	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GB	inc_485a27d825269561	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GB	inc_485a27d825269561	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GB	inc_485a27d825269561	test	run_GB	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top1_service_acc	GD	inc_485a27d825269561	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
top3_service_acc	GD	inc_485a27d825269561	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
claim_support_precision	GD	inc_485a27d825269561	test	run_GD	06.F2-v1	false	1.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
abstention_rate	GD	inc_485a27d825269561	test	run_GD	06.F2-v1	false	0.0000	historical_synthetic_output_not_evaluation_evidence	llm_lexical_proxy
