paper_id	title	topic_code	scope	verification_status	canonical_url	arxiv_id	doi	acl_id	arxiv_id_year	authors	venue	publication_year	metadata_source_url	discovery_sources	source_rows	link_check_date	link_check_note
P0152	Digging Deeper into Cluster System Logs for Failure Prediction and Root Cause Diagnosis	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/6968768								https://ieeexplore.ieee.org/document/6968768	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0152""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0154	ImpactTracer: Root Cause Localization in Microservices Based on Fault Propagation Modeling	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/10137078								https://ieeexplore.ieee.org/document/10137078	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0154""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0155	Localizing and Explaining Faults in Microservices Using Distributed Tracing	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/9860589/								https://ieeexplore.ieee.org/document/9860589/	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0155""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0156	MicroSketch: Lightweight and Adaptive Sketch based Performance Issue Detection and Localization in Microservice Systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://yuxiaoba.github.io/publication/microsketch22/microsketch22.pdf								https://yuxiaoba.github.io/publication/microsketch22/microsketch22.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0156""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0158	Practical Root Cause Localization for Microservice Systems via Trace Analysis	AIOPS_RCA	direct_AIOps_log_observability	pdf_readable_title_pending	https://netman.aiops.org/wp-content/uploads/2021/05/1570705191.pdf								https://netman.aiops.org/wp-content/uploads/2021/05/1570705191.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0158""]"	2026-09-12	PDF readable; title pending comparison
P0159	Argus: Debugging Performance Issues in Modern Desktop Applications with Annotated Causal Tracing	AIOPS_RCA	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.usenix.org/system/files/atc21-weng.pdf								https://www.usenix.org/system/files/atc21-weng.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0159""]"	2026-09-12	PDF readable; title pending comparison
P0160	MicroRank: End-to-End Latency Issue Localization with Extended Spectrum Analysis in Microservice Environments	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3442381.3449905		10.1145/3442381.3449905						https://doi.org/10.1145/3442381.3449905	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0160""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0162	TraceRank: Abnormal service localization with dis-aggregated end-to-end tracing data in cloud native systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1002/smr.2413		10.1002/smr.2413						https://doi.org/10.1002/smr.2413	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0162""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0163	T-Rank: A Lightweight Spectrum based Fault Localization Approach for Microservice Systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/abstract/document/9499404								https://ieeexplore.ieee.org/abstract/document/9499404	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0163""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0164	The Inflection Point Hypothesis: A Principled Debugging Approach for Locating the Root Cause of a Failure	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3341301.3359650		10.1145/3341301.3359650						https://doi.org/10.1145/3341301.3359650	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0164""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0165	FCatch: Automatically Detecting Time-of-fault Bugs in Cloud Systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3296957.3177161		10.1145/3296957.3177161						https://doi.org/10.1145/3296957.3177161	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0165""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0167	Failure Diagnosis for Distributed Systems using Targeted Fault Injection	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/7484300/								https://ieeexplore.ieee.org/document/7484300/	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0167""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0168	The Mystery Machine: End-to-end performance analysis of large-scale Internet services	AIOPS_RCA	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.usenix.org/system/files/conference/osdi14/osdi14-paper-chow.pdf								https://www.usenix.org/system/files/conference/osdi14/osdi14-paper-chow.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0168""]"	2026-09-12	PDF readable; title pending comparison
P0169	Using Magpie for request extraction and workload modelling	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://www.cs.columbia.edu/~junfeng/17sp-e6121/papers/magpie.pdf								https://www.cs.columbia.edu/~junfeng/17sp-e6121/papers/magpie.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0169""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0170	Path-Based Failure and Evolution Management	AIOPS_RCA	direct_AIOps_log_observability	pdf_readable_title_pending	https://people.eecs.berkeley.edu/~brewer/papers/nsdi2004_chen_paths.pdf								https://people.eecs.berkeley.edu/~brewer/papers/nsdi2004_chen_paths.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0170""]"	2026-09-12	PDF readable; title pending comparison
P0171	Pinpoint: Problem Determination in Large, Dynamic Internet Services	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/1029005								https://ieeexplore.ieee.org/document/1029005	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0171""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0175	MicroCBR: Case-Based Reasoning on Spatio-temporal Fault Knowledge Graph for Microservices Troubleshooting	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1007/978-3-031-14923-8_15		10.1007/978-3-031-14923-8_15						https://doi.org/10.1007/978-3-031-14923-8_15	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0175""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0176	TrinityRCL: Multi-Granular and Code-Level Root Cause Localization Using Multiple Types of Telemetry Data in Microservice Systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/10034937/								https://ieeexplore.ieee.org/document/10034937/	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0176""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0178	Multi-source Distributed System Data for AI-Powered Analytics	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1007/978-3-030-44769-4_13		10.1007/978-3-030-44769-4_13						https://doi.org/10.1007/978-3-030-44769-4_13	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0178""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0179	MARS: Fault Localization in Programmable Networking Systems with Low-cost In-Band Network Telemetry	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://yuxiaoba.github.io/publication/mars23/mars23.pdf								https://yuxiaoba.github.io/publication/mars23/mars23.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0179""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0180	Microscope: Queue-based Performance Diagnosis for Network Functions	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3387514.3405876		10.1145/3387514.3405876						https://doi.org/10.1145/3387514.3405876	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0180""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0181	The Good, the Bad, and the Differences: Better Network Diagnostics with Differential Provenance	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/2934872.2934910		10.1145/2934872.2934910						https://doi.org/10.1145/2934872.2934910	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0181""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0182	Online Summarizing Alerts through Semantic and Behavior Information	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3510003.3510055		10.1145/3510003.3510055						https://doi.org/10.1145/3510003.3510055	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0182""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0183	Automatically and Adaptively Identifying Severe Alerts for Online Service Systems	AIOPS_RCA	direct_AIOps_log_observability	pdf_readable_title_pending	https://netman.aiops.org/wp-content/uploads/2020/07/alertrank_camera-ready.pdf								https://netman.aiops.org/wp-content/uploads/2020/07/alertrank_camera-ready.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0183""]"	2026-09-12	PDF readable; title pending comparison
P0184	Unveiling clusters of events for alert and incident management in large-scale enterprise IT	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/2623330.2623360		10.1145/2623330.2623360						https://doi.org/10.1145/2623330.2623360	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0184""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0185	ChangeRCA: Finding Root Causes from Software Changes in Large Online Systems	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://yuxiaoba.github.io/publication/changerca24/changerca24.pdf								https://yuxiaoba.github.io/publication/changerca24/changerca24.pdf	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0185""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0187	Profiling Distributed Systems in Lightweight Virtualized Environments with Logs and Resource Metrics	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/3208040.3208044		10.1145/3208040.3208044						https://doi.org/10.1145/3208040.3208044	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0187""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0189	Operating System Profiling via Latency Analysis	AIOPS_RCA	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.5555/1298455.1298465		10.5555/1298455.1298465						https://doi.org/10.5555/1298455.1298465	"[""https://github.com/IntelligentDDS/awesome-papers/blob/main/Root_cause_analysis/README.md""]"	"[""R0189""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0201	Context-Aware Term Weighting For First Stage Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3397271.3401204		10.1145/3397271.3401204						https://doi.org/10.1145/3397271.3401204	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0201""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0202	Context-Aware Document Term Weighting for Ad-Hoc Search	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3366423.3380258		10.1145/3366423.3380258						https://doi.org/10.1145/3366423.3380258	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0202""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0232	BERT-based Dense Retrievers Require Interpolation with BM25 for Effective Passage Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	pdf_readable_title_pending	https://arvinzhuang.github.io/files/shuai2021interpolateDR.pdf								https://arvinzhuang.github.io/files/shuai2021interpolateDR.pdf	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0232""]"	2026-09-12	PDF readable; title pending comparison
P0242	Hard Negatives or False Negatives: Correcting Pooling Bias in Training Neural Ranking Models	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3511808.3557343		10.1145/3511808.3557343						https://doi.org/10.1145/3511808.3557343	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0242""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0254	Learning robust dense retrieval models from incomplete relevance labels	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3404835.3463106		10.1145/3404835.3463106						https://doi.org/10.1145/3404835.3463106	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0254""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0255	Efficient Training of Retrieval Models Using Negative Cache	IR_DENSE_SPARSE	methodological_IR_RAG_QA	pdf_readable_title_pending	https://papers.nips.cc/paper/2021/file/2175f8c5cd9604f6b1e576b252d4c86e-Paper.pdf								https://papers.nips.cc/paper/2021/file/2175f8c5cd9604f6b1e576b252d4c86e-Paper.pdf	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0255""]"	2026-09-12	PDF readable; title pending comparison
P0262	Distilling Knowledge from Reader to Retriever for Question Answering	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://openreview.net/forum?id=NTEz-6wysdb								https://openreview.net/forum?id=NTEz-6wysdb	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0262""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0269	Pseudo Label based Contrastive Sampling for Long Text Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://ieeexplore.ieee.org/abstract/document/9675219								https://ieeexplore.ieee.org/abstract/document/9675219	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0269""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0300	PAQ: 65 Million Probably-Asked Questions and What You Can Do With Them	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1162/tacl_a_00415		10.1162/tacl_a_00415						https://doi.org/10.1162/tacl_a_00415	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0300""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0307	Learning Discrete Representations via Constrained Clustering for Effective and Efficient Dense Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3488560.3498443		10.1145/3488560.3498443						https://doi.org/10.1145/3488560.3498443	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0307""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0314	Asymmetric LSH (ALSH) for Sublinear Time Maximum Inner Product Search (MIPS)	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://proceedings.neurips.cc/paper/2014/file/310ce61c90f3a46e340ee8257bc70e93-Paper.pdf								https://proceedings.neurips.cc/paper/2014/file/310ce61c90f3a46e340ee8257bc70e93-Paper.pdf	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0314""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0324	Embedding-based Retrieval in Facebook Search	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3394486.3403305		10.1145/3394486.3403305						https://doi.org/10.1145/3394486.3403305	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0324""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0349	Retrieval Consistency in the Presence of Query Variations	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://people.eng.unimelb.edu.au/ammoffat/abstracts/bmst17sigir.pdf								https://people.eng.unimelb.edu.au/ammoffat/abstracts/bmst17sigir.pdf	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0349""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0351	A Survey of Automatic Query Expansion in Information Retrieval	IR_DENSE_SPARSE	methodological_IR_RAG_QA	blocked_or_unreadable	https://www-labs.iro.umontreal.ca/~nie/IFT6255/carpineto-Survey-QE.pdf								https://www-labs.iro.umontreal.ca/~nie/IFT6255/carpineto-Survey-QE.pdf	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0351""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0363	CorpusBrain: Pre-train a Generative Retrieval Model for Knowledge-Intensive Language Tasks	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3511808.3557271		10.1145/3511808.3557271						https://doi.org/10.1145/3511808.3557271	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0363""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0386	DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node	RAG_QA	methodological_IR_RAG_QA	pdf_readable_title_pending	https://suhasjs.github.io/files/diskann_neurips19.pdf								https://suhasjs.github.io/files/diskann_neurips19.pdf	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0386""]"	2026-09-12	PDF readable; title pending comparison
P0389	Natural Questions: a Benchmark for Question Answering Research	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://storage.googleapis.com/pub-tools-public-publication-data/pdf/1f7b46b5378d757553d3e92ead36bda2e4254244.pdf								https://storage.googleapis.com/pub-tools-public-publication-data/pdf/1f7b46b5378d757553d3e92ead36bda2e4254244.pdf	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0389""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0392	DBpedia-Entity v2: A Test Collection for Entity Search	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3077136.3080751		10.1145/3077136.3080751						https://doi.org/10.1145/3077136.3080751	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0392""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0393	ORCAS: 20 Million Clicked Query-Document Pairs for Analyzing Search	RAG_QA	methodological_IR_RAG_QA	blocked_or_unreadable	https://doi.org/10.1145/3340531.3412779		10.1145/3340531.3412779						https://doi.org/10.1145/3340531.3412779	"[""https://github.com/RUCAIBox/DenseRetrieval/blob/main/README.md""]"	"[""R0393""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0399	Abstracting Log Lines to Log Event Types for Mining Software System Logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://www.se.rit.edu/~mei/publications/pdfs/Abstracting-Log-Lines-to-Log-Event-Types-for-Mining-Software-System-Logs.pdf								https://www.se.rit.edu/~mei/publications/pdfs/Abstracting-Log-Lines-to-Log-Event-Types-for-Mining-Software-System-Logs.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0399""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0400	LogSig: Generating System Events from Raw Textual Logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://users.cs.fiu.edu/~taoli/pub/liang-cikm2011.pdf								https://users.cs.fiu.edu/~taoli/pub/liang-cikm2011.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0400""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0401	Clustering Event Logs Using Iterative Partitioning	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://web.cs.dal.ca/~makanju/publications/paper/kdd09.pdf								https://web.cs.dal.ca/~makanju/publications/paper/kdd09.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0401""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0402	A Lightweight Algorithm for Message Type Extraction in System Application Logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/5936060								https://ieeexplore.ieee.org/document/5936060	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0402""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0404	LogMine: Fast Pattern Recognition for Log Analytics	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://www.cs.unm.edu/~mueen/Papers/LogMine.pdf								https://www.cs.unm.edu/~mueen/Papers/LogMine.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0404""]"	2026-09-12	PDF readable; title pending comparison
P0405	Towards Automated Log Parsing for Large-Scale Log Data Analysis	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://pinjiahe.github.io/papers/TDSC17.pdf								https://pinjiahe.github.io/papers/TDSC17.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0405""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0406	A Search-based Approach for Accurate Identification of Log Message Formats	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://publications.uni.lu/bitstream/10993/35286/1/ICPC-2018.pdf								https://publications.uni.lu/bitstream/10993/35286/1/ICPC-2018.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0406""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0407	Incremental Mining of System Log Format	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/6649746/								https://ieeexplore.ieee.org/document/6649746/	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0407""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0409	Spell: Online Streaming Parsing of Large Unstructured System Logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/8489912								https://ieeexplore.ieee.org/document/8489912	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0409""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0414	An Effective Approach for Parsing Large Log Files	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://users.encs.concordia.ca/~abdelw/papers/ICSME2022_ULP.pdf								https://users.encs.concordia.ca/~abdelw/papers/ICSME2022_ULP.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0414""]"	2026-09-12	PDF readable; title pending comparison
P0418	Mining program workflow from interleaved traces	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/1835804.1835883		10.1145/1835804.1835883						https://doi.org/10.1145/1835804.1835883	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0418""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0419	Inferring models of concurrent systems from logs of their behavior with CSight	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/2568225.2568246		10.1145/2568225.2568246						https://doi.org/10.1145/2568225.2568246	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0419""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0420	Statistical log differencing	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://www.mysmu.edu/faculty/davidlo/papers/ase19-sld.pdf								https://www.mysmu.edu/faculty/davidlo/papers/ase19-sld.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0420""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0421	Detecting Large-Scale System Problems by Mining Console Logs	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://www2.eecs.berkeley.edu/Pubs/TechRpts/2009/EECS-2009-103.pdf								https://www2.eecs.berkeley.edu/Pubs/TechRpts/2009/EECS-2009-103.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0421""]"	2026-09-12	PDF readable; title pending comparison
P0422	A data clustering algorithm for mining patterns from event logs	LOG_NLP	direct_AIOps_log_observability	pdf_readable_title_pending	https://ristov.github.io/publications/slct-ipom03-web.pdf								https://ristov.github.io/publications/slct-ipom03-web.pdf	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0422""]"	2026-09-12	PDF readable; title pending comparison
P0423	Log clustering based problem identification for online service systems	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.1145/2889160.2889232		10.1145/2889160.2889232						https://doi.org/10.1145/2889160.2889232	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0423""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0424	Failure prediction in IBM BlueGene/L event logs	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/4470294								https://ieeexplore.ieee.org/document/4470294	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0424""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0425	Experience report: Anomaly detection of cloud application operations using log and cloud metric correlation analysis	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://ieeexplore.ieee.org/document/7381796								https://ieeexplore.ieee.org/document/7381796	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0425""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
P0426	Mining Invariants from Console Logs for System Problem Detection	LOG_NLP	direct_AIOps_log_observability	blocked_or_unreadable	https://doi.org/10.5555/1855840.1855864		10.5555/1855840.1855864						https://doi.org/10.5555/1855840.1855864	"[""https://github.com/logpai/awesome-log-analysis/blob/master/README.md""]"	"[""R0426""]"	2026-09-12	Primary page blocked/unreadable through web tool; does not establish broken URL
