source_row	final_paper_id	original_title	input_url	observed_title
R0225	P0225	Pseudo-Relevance Feedback for Multiple Representation Dense Retrieval	https://arxiv.org/abs/2106.11251	Pseudo-Relevance Feedback for Multiple Representation Dense Retrieval
R0226	P0226	Improving Query Representations for Dense Retrieval with Pseudo Relevance Feedback: A Reproducibility Study	https://arxiv.org/abs/2112.06400	Improving Query Representations for Dense Retrieval with Pseudo Relevance Feedback: A Reproducibility Study
R0227	P0227	Implicit Feedback for Dense Passage Retrieval: A Counterfactual Approach	https://arxiv.org/abs/2204.00718	Implicit Feedback for Dense Passage Retrieval: A Counterfactual Approach
R0228	P0228	Parameter-Efficient Prompt Tuning Makes Generalized and Calibrated Neural Text Retrievers	https://arxiv.org/abs/2207.07087	Parameter-Efficient Prompt Tuning Makes Generalized and Calibrated Neural Text Retrievers
R0229	P0229	Densifying Sparse Representations for Passage Retrieval by Representational Slicing	https://arxiv.org/abs/2112.04666	Densifying Sparse Representations for Passage Retrieval by Representational Slicing
R0230	P0230	SPLADE: Sparse Lexical and Expansion Model for First Stage Ranking	https://arxiv.org/abs/2107.05720	SPLADE: Sparse Lexical and Expansion Model for First Stage Ranking
R0231	P0231	SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval	https://arxiv.org/abs/2109.10086	SPLADE v2: Sparse Lexical and Expansion Model for Information Retrieval
R0232	P0232	BERT-based Dense Retrievers Require Interpolation with BM25 for Effective Passage Retrieval	https://arvinzhuang.github.io/files/shuai2021interpolateDR.pdf	BERT-based Dense Retrievers Require Interpolation with BM25 for Effective Passage Retrieval
R0233	P0233	A White Box Analysis of ColBERT	https://arxiv.org/abs/2012.09650	A White Box Analysis of ColBERT
R0234	P0234	Towards Axiomatic Explanations for Neural Ranking Models	https://arxiv.org/abs/2106.08019	Towards Axiomatic Explanations for Neural Ranking Models
R0235	P0235	ABNIRML: Analyzing the Behavior of Neural IR Models	https://arxiv.org/abs/2011.00696	ABNIRML: Analyzing the Behavior of Neural IR Models
R0236	P0236	More Robust Dense Retrieval with Contrastive Dual Learning	https://arxiv.org/abs/2107.07773	More Robust Dense Retrieval with Contrastive Dual Learning
R0237	P0237	PAIR: Leveraging Passage-Centric Similarity Relation for Improving Dense Passage Retrieval	https://aclanthology.org/2021.findings-acl.191/	PAIR: Leveraging Passage-Centric Similarity Relation for Improving Dense Passage Retrieval
R0238	P0238	xMoCo: Cross Momentum Contrastive Learning for Open-Domain Question Answering	https://aclanthology.org/2021.acl-long.477/	xMoCo: Cross Momentum Contrastive Learning for Open-Domain Question Answering
R0239	P0239	A Modern Perspective on Query Likelihood with Deep Generative Retrieval Models	https://arxiv.org/abs/2106.13618	A Modern Perspective on Query Likelihood with Deep Generative Retrieval Models
R0240	P0240	Learning Diverse Document Representations with Deep Query Interactions for Dense Retrieval	https://arxiv.org/abs/2208.04232	Learning Diverse Document Representations with Deep Query Interactions for Dense Retrieval
R0241	P0241	Shallow pooling for sparse labels	https://arxiv.org/abs/2109.00062	Shallow pooling for sparse labels
R0242	P0242	Hard Negatives or False Negatives: Correcting Pooling Bias in Training Neural Ranking Models	https://doi.org/10.1145/3511808.3557343	Hard Negatives or False Negatives: Correcting Pooling Bias in Training Neural Ranking Models
R0243	P0243	Debiased Contrastive Learning of Unsupervised Sentence Representations	https://arxiv.org/abs/2205.00656	Debiased Contrastive Learning of Unsupervised Sentence Representations
R0244	P0244	Learning To Retrieve: How to Train a Dense Retrieval Model Effectively and Efficiently	https://arxiv.org/abs/2010.10469	Learning To Retrieve: How to Train a Dense Retrieval Model Effectively and Efficiently
R0245	P0245	Dense Passage Retrieval for Open-Domain Question Answering	https://arxiv.org/abs/2004.04906	Dense Passage Retrieval for Open-Domain Question Answering
R0246	P0246	RepBERT: Contextualized Text Embeddings for First-Stage Retrieval	https://arxiv.org/abs/2006.15498	RepBERT: Contextualized Text Embeddings for First-Stage Retrieval
R0247	P0247	Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval	https://arxiv.org/abs/2007.00808	Approximate Nearest Neighbor Negative Contrastive Learning for Dense Text Retrieval
R0248	P0248	Optimizing Dense Retrieval Model Training with Hard Negatives	https://arxiv.org/abs/2104.08051	Optimizing Dense Retrieval Model Training with Hard Negatives
R0249	P0249	Neural Passage Retrieval with Improved Negative Contrast	https://arxiv.org/abs/2010.12523	Neural Passage Retrieval with Improved Negative Contrast
R0250	P0250	RocketQA: An Optimized Training Approach to Dense Passage Retrieval for Open-Domain Question Answering	https://arxiv.org/abs/2010.08191	RocketQA: An Optimized Training Approach to Dense Passage Retrieval for Open-Domain Question Answering
R0251	P0251	Efficiently Teaching an Effective Dense Retriever with Balanced Topic Aware Sampling	https://arxiv.org/abs/2104.06967	Efficiently Teaching an Effective Dense Retriever with Balanced Topic Aware Sampling
R0252	P0252	Scaling deep contrastive learning batch size under memory limited setup	https://arxiv.org/abs/2101.06983	Scaling deep contrastive learning batch size under memory limited setup
R0253	P0253	Multi-stage training with improved negative contrast for neural passage retrieval	https://aclanthology.org/2021.emnlp-main.492/	Multi-stage training with improved negative contrast for neural passage retrieval
R0254	P0254	Learning robust dense retrieval models from incomplete relevance labels	https://doi.org/10.1145/3404835.3463106	Learning robust dense retrieval models from incomplete relevance labels
R0255	P0255	Efficient Training of Retrieval Models Using Negative Cache	https://papers.nips.cc/paper/2021/file/2175f8c5cd9604f6b1e576b252d4c86e-Paper.pdf	Efficient Training of Retrieval Models Using Negative Cache
R0256	P0256	CODER: An efficient framework for improving retrieval through COntextual Document Embedding Reranking	https://arxiv.org/abs/2112.08766	CODER: An efficient framework for improving retrieval through COntextual Document Embedding Reranking
R0257	P0257	Curriculum Learning for Dense Retrieval Distillation	https://arxiv.org/abs/2204.13679	Curriculum Learning for Dense Retrieval Distillation
R0258	P0258	SimANS: Simple Ambiguous Negatives Sampling for Dense Text Retrieval	https://arxiv.org/abs/2210.11773	SimANS: Simple Ambiguous Negatives Sampling for Dense Text Retrieval
R0259	P0259	UniK-QA: Unified Representations of Structured and Unstructured Knowledge for Open-Domain Question Answering	https://arxiv.org/abs/2012.14610	UniK-QA: Unified Representations of Structured and Unstructured Knowledge for Open-Domain Question Answering
R0260	P0260	Augmented SBERT: Data Augmentation Method for Improving Bi-Encoders for Pairwise Sentence Scoring Tasks	https://arxiv.org/abs/2010.08240	Augmented SBERT: Data Augmentation Method for Improving Bi-Encoders for Pairwise Sentence Scoring Tasks
R0261	P0261	Is Retriever Merely an Approximator of Reader?	https://arxiv.org/abs/2010.10999	Is Retriever Merely an Approximator of Reader?
R0262	P0262	Distilling Knowledge from Reader to Retriever for Question Answering	https://openreview.net/forum?id=NTEz-6wysdb	Distilling Knowledge from Reader to Retriever for Question Answering
R0263	P0263	Distilling Knowledge for Fast Retrieval-based Chat-bots	https://arxiv.org/abs/2004.11045	Distilling Knowledge for Fast Retrieval-based Chat-bots
R0264	P0264	Improving Efficient Neural Ranking Models with Cross-Architecture Knowledge Distillation	https://arxiv.org/abs/2010.02666	Improving Efficient Neural Ranking Models with Cross-Architecture Knowledge Distillation
R0265	P0265	Distilling Dense Representations for Ranking using Tightly-Coupled Teachers	https://arxiv.org/abs/2010.11386	Distilling Dense Representations for Ranking using Tightly-Coupled Teachers
R0266	P0266	In-Batch Negatives for Knowledge Distillation with Tightly-Coupled Teachers for Dense Retrieval	https://aclanthology.org/2021.repl4nlp-1.17/	In-Batch Negatives for Knowledge Distillation with Tightly-Coupled Teachers for Dense Retrieval
R0267	P0267	Neural Retrieval for Question Answering with Cross-Attention Supervised Data Augmentation	https://arxiv.org/abs/2009.13815	Neural Retrieval for Question Answering with Cross-Attention Supervised Data Augmentation
R0268	P0268	Enhancing Dual-Encoders with Question and Answer Cross-Embeddings for Answer Retrieval	https://aclanthology.org/2021.findings-emnlp.198/	Enhancing Dual-Encoders with Question and Answer Cross-Embeddings for Answer Retrieval
R0269	P0269	Pseudo Label based Contrastive Sampling for Long Text Retrieval	https://ieeexplore.ieee.org/abstract/document/9675219	Pseudo Label based Contrastive Sampling for Long Text Retrieval
R0270	P0270	Multi-View Document Representation Learning for Open-Domain Dense Retrieval	https://arxiv.org/abs/2203.08372	Multi-View Document Representation Learning for Open-Domain Dense Retrieval
R0271	P0271	Augmenting Document Representations for Dense Retrieval with Interpolation and Perturbation	https://arxiv.org/abs/2203.07735	Augmenting Document Representations for Dense Retrieval with Interpolation and Perturbation
R0272	P0272	ERNIE-Search: Bridging Cross-Encoder with Dual-Encoder via Self On-the-fly Distillation for Dense Passage Retrieval	https://arxiv.org/abs/2205.09153	ERNIE-Search: Bridging Cross-Encoder with Dual-Encoder via Self On-the-fly Distillation for Dense Passage Retrieval
R0273	P0273	Pro-KD: Progressive Distillation by Following the Footsteps of the Teacher	https://arxiv.org/abs/2110.08532	Pro-KD: Progressive Distillation by Following the Footsteps of the Teacher
R0274	P0274	Questions Are All You Need to Train a Dense Passage Retriever	https://arxiv.org/abs/2206.10658	Questions Are All You Need to Train a Dense Passage Retriever
R0275	P0275	PROD: Progressive Distillation for Dense Retrieval	https://arxiv.org/abs/2209.13335	PROD: Progressive Distillation for Dense Retrieval
R0276	P0276	Answering Open-Domain Questions of Varying Reasoning Steps from Text	https://arxiv.org/abs/2010.12527	Answering Open-Domain Questions of Varying Reasoning Steps from Text
R0277	P0277	Multi-Task Retrieval for Knowledge-Intensive Tasks	https://arxiv.org/abs/2101.00117	Multi-Task Retrieval for Knowledge-Intensive Tasks
R0278	P0278	Latent Retrieval for Weakly Supervised Open Domain Question Answering	https://arxiv.org/abs/1906.00300	Latent Retrieval for Weakly Supervised Open Domain Question Answering
R0279	P0279	Pre-training tasks for embedding-based large scale retrieval	https://arxiv.org/abs/2002.03932	Pre-training Tasks for Embedding-based Large-scale Retrieval
R0280	P0280	PROP: Pre-training with Representative Words Prediction for Ad-hoc Retrieval	https://arxiv.org/abs/2010.10137	PROP: Pre-training with Representative Words Prediction for Ad-hoc Retrieval
R0281	P0281	B-PROP: Bootstrapped Pre-training with Representative Words Prediction for Ad-hoc Retrieval	https://arxiv.org/abs/2104.09791	B-PROP: Bootstrapped Pre-training with Representative Words Prediction for Ad-hoc Retrieval
R0282	P0282	Domain-matched Pre-training Tasks for Dense Retrieval	https://arxiv.org/abs/2107.13602	Domain-matched Pre-training Tasks for Dense Retrieval
R0283	P0283	Less is More: Pre-train a Strong Text Encoder for Dense Retrieval Using a Weak Decoder	https://arxiv.org/abs/2102.09206	Less is More: Pre-train a Strong Text Encoder for Dense Retrieval Using a Weak Decoder
R0284	P0284	Sentence-T5: Scalable Sentence Encoders from Pre-trained Text-to-Text Models	https://arxiv.org/abs/2108.08877	Sentence-T5: Scalable Sentence Encoders from Pre-trained Text-to-Text Models
R0285	P0285	Unsupervised Corpus Aware Language Model Pre-training for Dense Passage Retrieval	https://arxiv.org/abs/2108.05540	Unsupervised Corpus Aware Language Model Pre-training for Dense Passage Retrieval
R0286	P0286	Condenser: a Pre-training Architecture for Dense Retrieval	https://arxiv.org/abs/2104.08253	Condenser: a Pre-training Architecture for Dense Retrieval
R0287	P0287	TSDAE: Using Transformer-based Sequential Denoising Auto-Encoder for Unsupervised Sentence Embedding Learning	https://arxiv.org/abs/2104.06979	TSDAE: Using Transformer-based Sequential Denoising Auto-Encoder for Unsupervised Sentence Embedding Learning
R0288	P0288	SimCSE: Simple Contrastive Learning of Sentence Embeddings	https://arxiv.org/abs/2104.08821	SimCSE: Simple Contrastive Learning of Sentence Embeddings
R0289	P0289	Towards Robust Neural Retrieval Models with Synthetic Pre-Training	https://arxiv.org/abs/2104.07800	Towards Robust Neural Retrieval Models with Synthetic Pre-Training
R0290	P0290	Hyperlink-induced Pre-training for Passage Retrieval in Open-domain Question Answering	https://arxiv.org/abs/2203.06942	Hyperlink-induced Pre-training for Passage Retrieval in Open-domain Question Answering
R0291	P0291	Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks	https://arxiv.org/abs/1908.10084	Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks
R0292	P0292	Introducing Neural Bag of Whole-Words with ColBERTer: Contextualized Late Interactions using Enhanced Reduction	https://arxiv.org/abs/2203.13088	Introducing Neural Bag of Whole-Words with ColBERTer: Contextualized Late Interactions using Enhanced Reduction
R0293	P0293	Learning to Retrieve Passages without Supervision	https://arxiv.org/abs/2112.07708	Learning to Retrieve Passages without Supervision
R0294	P0294	Text and Code Embeddings by Contrastive Pre-Training	https://arxiv.org/abs/2201.10005	Text and Code Embeddings by Contrastive Pre-Training
R0295	P0295	Pre-train a Discriminative Text Encoder for Dense Retrieval via Contrastive Span Prediction	https://arxiv.org/abs/2204.10641	Pre-train a Discriminative Text Encoder for Dense Retrieval via Contrastive Span Prediction
R0296	P0296	RetroMAE: Pre-Training Retrieval-oriented Language Models Via Masked Auto-Encoder	https://arxiv.org/abs/2205.12035	RetroMAE: Pre-Training Retrieval-oriented Language Models Via Masked Auto-Encoder
R0297	P0297	SIMLM: Pre-training with Representation Bottleneck for Dense Passage Retrieval	https://arxiv.org/abs/2207.02578	SIMLM: Pre-training with Representation Bottleneck for Dense Passage Retrieval
R0298	P0298	Masked Autoencoders As The Unified Learners For Pre-Trained Sentence Representation	https://arxiv.org/abs/2208.00231	Masked Autoencoders As The Unified Learners For Pre-Trained Sentence Representation
R0299	P0299	LEXMAE: Lexicon-Bottlenecked Pretraining for Large-scale Retrieval	https://arxiv.org/abs/2208.14754	LEXMAE: Lexicon-Bottlenecked Pretraining for Large-scale Retrieval
R0300	P0300	PAQ: 65 Million Probably-Asked Questions and What You Can Do With Them	https://doi.org/10.1162/tacl_a_00415	PAQ: 65 Million Probably-Asked Questions and What You Can Do With Them
R0301	P0301	End-to-End Synthetic Data Generation for Domain Adaptation of Question Answering Systems	https://arxiv.org/abs/2010.06028	End-to-End Synthetic Data Generation for Domain Adaptation of Question Answering Systems
R0302	P0302	ConTextual Mask Auto-Encoder for Dense Passage Retrieval	https://arxiv.org/abs/2208.07670	ConTextual Masked Auto-Encoder for Dense Passage Retrieval
R0303	P0303	A Contrastive Pre-training Approach to Learn Discriminative Autoencoder for Dense Retrieval	https://arxiv.org/abs/2208.09846	A Contrastive Pre-training Approach to Learn Discriminative Autoencoder for Dense Retrieval
R0304	P0304	Learning Passage Impacts for Inverted Indexes	https://arxiv.org/abs/2104.12016	Learning Passage Impacts for Inverted Indexes
R0305	P0305	Accelerating Large-Scale Inference with Anisotropic Vector Quantization	https://arxiv.org/abs/1908.10396	Accelerating Large-Scale Inference with Anisotropic Vector Quantization
R0306	P0306	Jointly Optimizing Query Encoder and Product Quantization to Improve Retrieval Performance	https://arxiv.org/abs/2108.00644	Jointly Optimizing Query Encoder and Product Quantization to Improve Retrieval Performance
R0307	P0307	Learning Discrete Representations via Constrained Clustering for Effective and Efficient Dense Retrieval	https://doi.org/10.1145/3488560.3498443	Learning Discrete Representations via Constrained Clustering for Effective and Efficient Dense Retrieval
R0308	P0308	Joint Learning of Deep Retrieval Model and Product Quantization based Embedding Index	https://arxiv.org/abs/2105.03933	Joint Learning of Deep Retrieval Model and Product Quantization based Embedding Index
R0309	P0309	Efficient Passage Retrieval with Hashing for Open-domain Question Answering	https://arxiv.org/abs/2106.00882	Efficient Passage Retrieval with Hashing for Open-domain Question Answering
R0310	P0310	A Memory Efficient Baseline for Open Domain Question Answering	https://arxiv.org/abs/2012.15156	A Memory Efficient Baseline for Open Domain Question Answering
R0311	P0311	Simple and Effective Unsupervised Redundancy Elimination to Compress Dense Vectors for Passage Retrieval	https://aclanthology.org/2021.emnlp-main.227/	Simple and Effective Unsupervised Redundancy Elimination to Compress Dense Vectors for Passage Retrieval
R0312	P0312	Matching-oriented Product Quantization For Ad-hoc Retrieval	https://arxiv.org/abs/2104.07858	Matching-oriented Product Quantization For Ad-hoc Retrieval
R0313	P0313	Progressively Optimized Bi-Granular Document Representation for Scalable Embedding Based Retrieval	https://arxiv.org/abs/2201.05409	Progressively Optimized Bi-Granular Document Representation for Scalable Embedding Based Retrieval
R0314	P0314	Asymmetric LSH (ALSH) for Sublinear Time Maximum Inner Product Search (MIPS)	https://proceedings.neurips.cc/paper/2014/file/310ce61c90f3a46e340ee8257bc70e93-Paper.pdf	Asymmetric LSH (ALSH) for Sublinear Time Maximum Inner Product Search (MIPS)
R0315	P0315	ANN-Benchmarks: A Benchmarking Tool for Approximate Nearest Neighbor Algorithms	https://arxiv.org/abs/1807.05614	ANN-Benchmarks: A Benchmarking Tool for Approximate Nearest Neighbor Algorithms
R0316	P0316	Results of the NeurIPS 2021 Challenge on Billion-Scale Approximate Nearest Neighbor Search	https://arxiv.org/abs/2205.03763	Results of the NeurIPS'21 Challenge on Billion-Scale Approximate Nearest Neighbor Search
R0317	P0317	Interpreting Dense Retrieval as Mixture of Topics	https://arxiv.org/abs/2111.13957	Interpreting Dense Retrieval as Mixture of Topics
R0318	P0318	The Web Is Your Oyster - Knowledge-Intensive NLP against a Very Large Web Corpus	https://arxiv.org/abs/2112.09924	The Web Is Your Oyster - Knowledge-Intensive NLP against a Very Large Web Corpus
R0319	P0319	Bi-Phase Enhanced IVFPQ for Time-Efficient Ad-hoc Retrieval	https://arxiv.org/abs/2210.05521	Hybrid Inverted Index Is a Robust Accelerator for Dense Retrieval
R0320	P0320	RocketQAv2: A Joint Training Method for Dense Passage Retrieval and Passage Re-ranking	https://aclanthology.org/2021.emnlp-main.224/	RocketQAv2: A Joint Training Method for Dense Passage Retrieval and Passage Re-ranking
R0321	P0321	Dealing with Typos for BERT-based Passage Retrieval and Ranking	https://arxiv.org/abs/2108.12139	Dealing with Typos for BERT-based Passage Retrieval and Ranking
R0322	P0322	Trans-Encoder: Unsupervised sentence-pair modelling through self- and mutual-distillations	https://arxiv.org/abs/2109.13059	Trans-Encoder: Unsupervised sentence-pair modelling through self- and mutual-distillations
R0323	P0323	Adversarial Retriever-Ranker for dense text retrieval	https://arxiv.org/abs/2110.03611	Adversarial Retriever-Ranker for dense text retrieval
R0324	P0324	Embedding-based Retrieval in Facebook Search	https://doi.org/10.1145/3394486.3403305	Embedding-based Retrieval in Facebook Search
R0325	P0325	Passage Re-ranking With BERT	https://arxiv.org/abs/1901.04085	Passage Re-ranking With BERT
R0326	P0326	Understanding the Behaviors of BERT in Ranking	https://arxiv.org/abs/1904.07531	Understanding the Behaviors of BERT in Ranking
R0327	P0327	Multi-passage BERT: A Globally Normalized BERT Model for Open-domain Question Answering	https://arxiv.org/abs/1908.08167	Multi-passage BERT: A Globally Normalized BERT Model for Open-domain Question Answering
R0328	P0328	Towards Robust Ranker for Text Retrieval	https://arxiv.org/abs/2206.08063	Towards Robust Ranker for Text Retrieval
R0329	P0329	Rethink Training of BERT Rerankers in Multi-Stage Retrieval Pipeline	https://arxiv.org/abs/2101.08751	Rethink Training of BERT Rerankers in Multi-Stage Retrieval Pipeline
R0330	P0330	Multi-Stage Document Ranking with BERT	https://arxiv.org/abs/1910.14424	Multi-Stage Document Ranking with BERT
R0331	P0331	BEIR: A Heterogeneous Benchmark for Zero-shot Evaluation of Information Retrieval Models	https://arxiv.org/abs/2104.08663	BEIR: A Heterogenous Benchmark for Zero-shot Evaluation of Information Retrieval Models
R0332	P0332	A Thorough Examination on Zero-shot Dense Retrieval	https://arxiv.org/abs/2204.12755	A Thorough Examination on Zero-shot Dense Retrieval
R0333	P0333	Challenges in Generalization in Open Domain Question Answering	https://arxiv.org/abs/2109.01156	Challenges in Generalization in Open Domain Question Answering
R0334	P0334	Zero-shot Neural Passage Retrieval via Domain-targeted Synthetic Question Generation	https://arxiv.org/abs/2004.14503	Zero-shot Neural Passage Retrieval via Domain-targeted Synthetic Question Generation
R0335	P0335	Efficient Retrieval Optimized Multi-task Learning	https://arxiv.org/abs/2104.10129	Efficient Retrieval Optimized Multi-task Learning
R0336	P0336	Zero-Shot Dense Retrieval with Momentum Adversarial Domain Invariant Representations	https://arxiv.org/abs/2110.07581	Zero-Shot Dense Retrieval with Momentum Adversarial Domain Invariant Representations
R0337	P0337	Embedding-based Zero-shot Retrieval through Query Generation	https://arxiv.org/abs/2009.10270	Embedding-based Zero-shot Retrieval through Query Generation
R0338	P0338	GPL: Generative Pseudo Labeling for Unsupervised Domain Adaptation of Dense Retrieval	https://arxiv.org/abs/2112.07577	GPL: Generative Pseudo Labeling for Unsupervised Domain Adaptation of Dense Retrieval
R0339	P0339	Salient Phrase Aware Dense Retrieval: Can a Dense Retriever Imitate a Sparse One?	https://arxiv.org/abs/2110.06918	Salient Phrase Aware Dense Retrieval: Can a Dense Retriever Imitate a Sparse One?
R0340	P0340	LaPraDoR: Unsupervised Pretrained Dense Retriever for Zero-Shot Text Retrieval	https://arxiv.org/abs/2203.06169	LaPraDoR: Unsupervised Pretrained Dense Retriever for Zero-Shot Text Retrieval
R0341	P0341	Out-of-Domain Semantics to the Rescue! Zero-Shot Hybrid Retrieval Models	https://arxiv.org/abs/2201.10582	Out-of-Domain Semantics to the Rescue! Zero-Shot Hybrid Retrieval Models
R0342	P0342	Towards Unsupervised Dense Information Retrieval with Contrastive Learning	https://arxiv.org/abs/2112.09118	Unsupervised Dense Information Retrieval with Contrastive Learning
R0343	P0343	Large Dual Encoders Are Generalizable Retrievers	https://arxiv.org/abs/2112.07899	Large Dual Encoders Are Generalizable Retrievers
R0344	P0344	KILT: a Benchmark for Knowledge Intensive Language Tasks	https://arxiv.org/abs/2009.02252	KILT: a Benchmark for Knowledge Intensive Language Tasks
R0345	P0345	Promptagator: Few-shot Dense Retrieval From 8 Examples	https://arxiv.org/abs/2209.11755	Promptagator: Few-shot Dense Retrieval From 8 Examples
R0346	P0346	Towards Robust Dense Retrieval via Local Ranking Alignment	https://www.ijcai.org/proceedings/2022/0275.pdf	Towards Robust Dense Retrieval via Local Ranking Alignment
R0347	P0347	CharacterBERT and Self-Teaching for Improving the Robustness of Dense Retrievers on Queries with Typos	https://arxiv.org/abs/2204.00716	CharacterBERT and Self-Teaching for Improving the Robustness of Dense Retrievers on Queries with Typos
R0348	P0348	Evaluating the Robustness of Retrieval Pipelines with Query Variation Generators	https://arxiv.org/abs/2111.13057	Evaluating the Robustness of Retrieval Pipelines with Query Variation Generators
R0349	P0349	Retrieval Consistency in the Presence of Query Variations	https://people.eng.unimelb.edu.au/ammoffat/abstracts/bmst17sigir.pdf	Retrieval Consistency in the Presence of Query Variations
R0350	P0350	Analysing the Robustness of Dual Encoders for Dense Retrieval Against Misspellings	https://arxiv.org/abs/2205.02303	Analysing the Robustness of Dual Encoders for Dense Retrieval Against Misspellings
R0351	P0351	A Survey of Automatic Query Expansion in Information Retrieval	https://www-labs.iro.umontreal.ca/~nie/IFT6255/carpineto-Survey-QE.pdf	A Survey of Automatic Query Expansion in Information Retrieval
R0352	P0352	BERT Rankers are Brittle: a Study using Adversarial Document Perturbations	https://arxiv.org/abs/2206.11724	BERT Rankers are Brittle: a Study using Adversarial Document Perturbations
R0353	P0353	Order-Disorder: Imitation Adversarial Attacks for Black-box Neural Ranking Models	https://arxiv.org/abs/2209.06506	Order-Disorder: Imitation Adversarial Attacks for Black-box Neural Ranking Models
R0354	P0354	Transformer Memory as a Differentiable Search Index	https://arxiv.org/abs/2202.06991	Transformer Memory as a Differentiable Search Index
R0355	P0355	DynamicRetriever: A Pre-training Model-based IR System with Neither Sparse nor Dense Index	https://arxiv.org/abs/2203.00537	DynamicRetriever: A Pre-training Model-based IR System with Neither Sparse nor Dense Index
R0356	P0356	Autoregressive Search Engines: Generating Substrings as Document Identifiers	https://arxiv.org/abs/2204.10628	Autoregressive Search Engines: Generating Substrings as Document Identifiers
R0357	P0357	Generative Retrieval for Long Sequences	https://arxiv.org/abs/2204.13596	Generative Multi-hop Retrieval
R0358	P0358	GERE: Generative Evidence Retrieval for Fact Verification	https://arxiv.org/abs/2204.05511	GERE: Generative Evidence Retrieval for Fact Verification
R0359	P0359	Rethinking Search: Making Domain Experts out of Dilettantes	https://arxiv.org/abs/2105.02274	Rethinking Search: Making Domain Experts out of Dilettantes
R0360	P0360	A Neural Corpus Indexer for Document Retrieval	https://arxiv.org/abs/2206.02743	A Neural Corpus Indexer for Document Retrieval
R0361	P0361	Bridging the Gap Between Indexing and Retrieval for Differentiable Search Index with Query Generation	https://arxiv.org/abs/2206.10128	Bridging the Gap Between Indexing and Retrieval for Differentiable Search Index with Query Generation
R0362	P0362	Ultron: An Ultimate Retriever on Corpus with a Model-based Indexer	https://arxiv.org/abs/2208.09257	Ultron: An Ultimate Retriever on Corpus with a Model-based Indexer
R0363	P0363	CorpusBrain: Pre-train a Generative Retrieval Model for Knowledge-Intensive Language Tasks	https://doi.org/10.1145/3511808.3557271	CorpusBrain: Pre-train a Generative Retrieval Model for Knowledge-Intensive Language Tasks
R0364	P0364	Generalization through memorization: Nearest neighbor language models	https://arxiv.org/abs/1911.00172	Generalization through memorization: Nearest neighbor language models
R0365	P0365	Adaptive semiparametric language models	https://aclanthology.org/2021.tacl-1.22/	Adaptive semiparametric language models
R0366	P0366	Improving language models by retrieving from trillions of tokens	https://arxiv.org/abs/2112.04426	Improving language models by retrieving from trillions of tokens
R0367	P0367	REALM: Retrieval-Augmented Language Model Pre-Training	https://arxiv.org/abs/2002.08909	REALM: Retrieval-Augmented Language Model Pre-Training
R0368	P0368	Simple and Efficient ways to Improve REALM	https://arxiv.org/abs/2104.08710	Simple and Efficient ways to Improve REALM
R0369	P0369	Efficient Nearest Neighbor Language Models	https://arxiv.org/abs/2109.04212	Efficient Nearest Neighbor Language Models
R0370	P0370	Multi-modal Retrieval of Tables and Texts Using Tri-encoder Models	https://arxiv.org/abs/2108.04049	Multi-modal Retrieval of Tables and Texts Using Tri-encoder Models
R0371	P0371	Open Domain Question Answering over Tables via Dense Retrieval	https://aclanthology.org/2021.naacl-main.43/	Open Domain Question Answering over Tables via Dense Retrieval
R0372	P0372	SituatedQA: Incorporating Extra-Linguistic Contexts into QA	https://arxiv.org/abs/2109.06157	SituatedQA: Incorporating Extra-Linguistic Contexts into QA
R0373	P0373	XOR QA: Cross-lingual Open-Retrieval Question Answering	https://aclanthology.org/2021.naacl-main.46/	XOR QA: Cross-lingual Open-Retrieval Question Answering
R0374	P0374	One Question Answering Model for Many Languages with Cross-lingual Dense Passage Retrieval	https://arxiv.org/abs/2107.11976	One Question Answering Model for Many Languages with Cross-lingual Dense Passage Retrieval
R0375	P0375	ReACC: A Retrieval-Augmented Code Completion Framework	https://arxiv.org/abs/2203.07722	ReACC: A Retrieval-Augmented Code Completion Framework
R0376	P0376	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks	https://arxiv.org/abs/2005.11401	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks
R0377	P0377	Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering	https://aclanthology.org/2021.eacl-main.74/	Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering
R0378	P0378	End-to-End Training of Neural Retrievers for Open-Domain Question Answering	https://arxiv.org/abs/2101.00408	End-to-End Training of Neural Retrievers for Open-Domain Question Answering
R0379	P0379	Baleen: Robust Multi-Hop Reasoning at Scale via Condensed Retrieval	https://arxiv.org/abs/2101.00436	Baleen: Robust Multi-Hop Reasoning at Scale via Condensed Retrieval
R0380	P0380	Answering Complex Open-domain Questions with Multi-hop Dense Retrieval	https://arxiv.org/abs/2009.12756	Answering Complex Open-domain Questions with Multi-hop Dense Retrieval
R0381	P0381	Learning Dense Representations for Entity Retrieval	https://aclanthology.org/K19-1049/	Learning Dense Representations for Entity Retrieval
R0382	P0382	Scalable Zero-shot Entity Linking with Dense Entity Retrieval	https://arxiv.org/abs/1911.03814	Scalable Zero-shot Entity Linking with Dense Entity Retrieval
