dataset_id	parent_id	family	name	resource_type	official_url	data_entry_url	paper_url	modalities	labels	dataset_license	code_license	license_status	license_evidence_urls	access_status	access_evidence_url	checked_date	verification_scope	file_assets_downloaded	priority	proposed_cs221_use	notes	lineage_notes	next_collection_action	maintainer_namespace	license_gate	independent_dataset_claim
D032		TechQA	TechQA	dataset	https://huggingface.co/datasets/PrimeQA/TechQA	https://huggingface.co/datasets/PrimeQA/TechQA	https://arxiv.org/abs/1911.02984	technical_questions; answers; IBM_TechNotes	QA references; verify available split labels	Apache-2.0 on dataset card	Apache-2.0 baseline repository	explicit_dataset_card	"[""https://huggingface.co/datasets/PrimeQA/TechQA"", ""https://github.com/IBM/techqa""]"	public_file_listing; viewer_error; binary_not_downloaded	https://huggingface.co/datasets/PrimeQA/TechQA	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P0	Nguồn phù hợp cho baseline technical QA và retrieval.	Repo IBM dẫn đúng PrimeQA/TechQA, train/dev và TechNotes. Leaderboard đã ngừng; không đồng nghĩa dữ liệu biến mất. Kiểm tra điều khoản TechNotes cụ thể.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	PrimeQA	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D033		BRIGHT	BRIGHT	dataset_collection	https://huggingface.co/datasets/xlangai/BRIGHT	https://huggingface.co/datasets/xlangai/BRIGHT	https://arxiv.org/abs/2407.12883	reasoning-intensive_text_retrieval	query_document_relevance	CC-BY-4.0	see accompanying code repository	explicit_dataset_card	"[""https://huggingface.co/datasets/xlangai/BRIGHT""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://huggingface.co/datasets/xlangai/BRIGHT	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Kiểm tra retrieval cần suy luận ngoài keyword match.	Lọc miền liên quan; kết quả trên BRIGHT không phải kết quả triage cloud.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	xlangai	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D034		BEIR	BEIR	dataset_collection	https://github.com/beir-cellar/beir	https://github.com/beir-cellar/beir		heterogeneous_text_retrieval	qrels	per-original-dataset licenses; no umbrella data grant	Apache-2.0	heterogeneous_explicit_disclaimer	"[""https://github.com/beir-cellar/beir""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/beir-cellar/beir	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Đối chiếu phương pháp retrieval tổng quát.	Repo nêu rõ code license không cung cấp quyền dùng mọi dataset. Ghi nguyên nguồn từng tập.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	beir-cellar	REVIEW_UPSTREAM_AND_RELEASE	False
D035		MS MARCO	MS MARCO	dataset_collection	https://microsoft.github.io/msmarco/	https://microsoft.github.io/msmarco/		queries; passages/documents; answers	relevance/QA labels	Custom non-commercial research terms; underlying-document rights retained	not a blanket code/data grant	custom_research_terms	"[""https://microsoft.github.io/msmarco/""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://microsoft.github.io/msmarco/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Huấn luyện/đối chứng retriever khi phạm vi sử dụng phù hợp.	Không gán Apache-2.0 cho dataset; tài liệu web gốc không tự mất bản quyền.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	microsoft.github.io	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D036		MIRACL	MIRACL	dataset_collection	https://huggingface.co/datasets/miracl/miracl	https://huggingface.co/datasets/miracl/miracl		multilingual_queries; Wikipedia_passages	human relevance labels	Apache-2.0 dataset card; upstream Wikipedia terms	Apache-2.0 repository	explicit_card_with_upstream_caveat	"[""https://huggingface.co/datasets/miracl/miracl""]"	public_files; viewer_disabled_custom_loader	https://huggingface.co/datasets/miracl/miracl	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Đối chứng multilingual retrieval; không mặc định có tiếng Việt.	Kiểm tra ngôn ngữ và license corpus riêng trước khi chốt thí nghiệm.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	miracl	REVIEW_UPSTREAM_AND_RELEASE	False
D037		MS MARCO	mMARCO	derived_dataset	https://github.com/unicamp-dl/mMARCO	https://github.com/unicamp-dl/mMARCO		machine-translated_MSMARCO	inherited relevance labels	MS MARCO upstream restrictions; derivative translation terms to check	Apache-2.0 code	upstream_restrictions_apply	"[""https://github.com/unicamp-dl/mMARCO""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/unicamp-dl/mMARCO	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Thử chuyển ngôn ngữ cho retrieval sau khi kiểm soát bản dịch.	Không là tập truy vấn độc lập với MS MARCO; không chia train/test giữa bản gốc và bản dịch cùng câu.	Bản dịch của MS MARCO D035; giữ original_question_id.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	unicamp-dl	REVIEW_UPSTREAM_AND_RELEASE	False
D038		FRAMES	FRAMES	dataset	https://huggingface.co/datasets/google/frames-benchmark	https://huggingface.co/datasets/google/frames-benchmark	https://arxiv.org/abs/2409.12941	factual_multi-hop_QA; reference_URLs	answers; reasoning/retrieval references	Apache-2.0	NOT_APPLICABLE	explicit_dataset_card	"[""https://huggingface.co/datasets/google/frames-benchmark""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://huggingface.co/datasets/google/frames-benchmark	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Đánh giá kết hợp fetch, fact và reasoning.	Card có 824 test rows; nguồn Wikipedia/URL vẫn cần theo phiên bản.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	google	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D039		EnterpriseRAG-Bench	EnterpriseRAG-Bench	dataset_artifact	https://github.com/onyx-dot-app/EnterpriseRAG-Bench	https://github.com/onyx-dot-app/EnterpriseRAG-Bench	https://arxiv.org/abs/2605.05253	enterprise-style_generated_documents; QA	synthetic benchmark ground truth	MIT at repository level; inspect external assets	MIT	repo_assets_with_upstream_caveat	"[""https://github.com/onyx-dot-app/EnterpriseRAG-Bench""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/onyx-dot-app/EnterpriseRAG-Bench	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Khảo sát truy hồi tài liệu doanh nghiệp và chuỗi bằng chứng.	Có pipeline sinh và generated_data; không mô tả là dữ liệu nội bộ thật bị công bố. Kiểm tra provenance trước sử dụng.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	onyx-dot-app	REVIEW_UPSTREAM_AND_RELEASE	False
D040		MuSiQue	MuSiQue	dataset	https://github.com/stonybrooknlp/musique	https://github.com/stonybrooknlp/musique		compositional_multi-hop_QA	answers; supporting paragraphs	CC-BY-4.0	see repository terms	explicit_dataset_license	"[""https://github.com/stonybrooknlp/musique""]"	public_repository; external_download_not_tested	https://github.com/stonybrooknlp/musique	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Thiết kế multi-hop retrieval và chống shortcut.	Có quan hệ tổ hợp từ QA nguồn; rà trùng seed/question giữa các split.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	stonybrooknlp	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D041		HotpotQA	HotpotQA	dataset	https://hotpotqa.github.io/	https://hotpotqa.github.io/		Wikipedia_multi-hop_QA	answers; supporting facts	CC-BY-SA-4.0	see companion repository	explicit_dataset_license	"[""https://hotpotqa.github.io/""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://hotpotqa.github.io/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Đối chứng evidence retrieval nhiều bước.	Supporting facts là bằng chứng câu trả lời, không phải nhãn quan hệ nhân quả microservices.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	hotpotqa.github.io	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D042		ALCE evaluation artifacts	ALCE evaluation artifacts	dataset_artifact	https://github.com/princeton-nlp/ALCE	https://github.com/princeton-nlp/ALCE		citation-oriented_QA; generated_answers	citation/evidence evaluation resources	upstream task datasets retain separate terms	MIT repository	repo_only_upstream_terms	"[""https://github.com/princeton-nlp/ALCE""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/princeton-nlp/ALCE	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Tham khảo rubric citation correctness và coverage.	Không lấy MIT của evaluator thay cho quyền corpus gốc.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	princeton-nlp	REVIEW_UPSTREAM_AND_RELEASE	False
D043		RAGTruth	RAGTruth	dataset	https://github.com/ParticleMedia/RAGTruth	https://github.com/ParticleMedia/RAGTruth	https://arxiv.org/abs/2401.00396	RAG_responses; source_contexts	human word-level hallucination labels	MIT at repository distribution level; upstream texts to check	MIT	repo_assets_with_upstream_caveat	"[""https://github.com/ParticleMedia/RAGTruth""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/ParticleMedia/RAGTruth	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Tham khảo phát hiện câu trả lời không có bằng chứng.	Đường chính là ParticleMedia/RAGTruth; không dùng repo tên giống nhưng không phải nguồn tác giả.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	ParticleMedia	REVIEW_UPSTREAM_AND_RELEASE	False
D044		CDQA	CDQA	dataset	https://github.com/Alibaba-NLP/CDQA	https://github.com/Alibaba-NLP/CDQA		Chinese_dynamic_QA	QA references	not_established_in_checked_sources	not_established_in_checked_sources	not_established	"[""https://github.com/Alibaba-NLP/CDQA""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/Alibaba-NLP/CDQA	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Đối chứng QA thay đổi theo thời gian nếu cần tiếng Trung.	Chưa tìm được điều khoản dataset rõ trong trang đã đọc; không tự suy license.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	Alibaba-NLP	HOLD_FOR_CLARIFICATION	False
D045		KILT	KILT	dataset_collection	https://github.com/facebookresearch/KILT	https://github.com/facebookresearch/KILT		knowledge-intensive_tasks; Wikipedia	task-specific answers/provenance	per-task and Wikipedia upstream terms	MIT	repo_only_upstream_terms	"[""https://github.com/facebookresearch/KILT""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/facebookresearch/KILT	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Thiết kế liên kết câu trả lời với provenance.	Một benchmark tổng hợp, không phải nguồn incident cloud.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	facebookresearch	REVIEW_UPSTREAM_AND_RELEASE	False
D046		SWE-bench	SWE-bench	dataset_collection	https://github.com/swe-bench/SWE-bench	https://github.com/swe-bench/SWE-bench		GitHub_issues; patches; repositories	test-based issue resolution	repository MIT; upstream issues/code licenses retained	MIT	repo_assets_with_upstream_caveat	"[""https://github.com/swe-bench/SWE-bench""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/swe-bench/SWE-bench	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Nguồn tham khảo cấu trúc bug ticket và liên kết code.	Issue sửa phần mềm không đồng nghĩa sự cố production; không đánh tráo đơn vị đánh giá.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	swe-bench	REVIEW_UPSTREAM_AND_RELEASE	False
D047		Google cluster traces	Google cluster traces	dataset_collection	https://github.com/google/cluster-data	https://github.com/google/cluster-data		Borg_workload_and_usage_traces	not RCA/QA ground truth	CC-BY for data/documentation; follow exact license version at release	see accompanying tooling	explicit_data_terms	"[""https://github.com/google/cluster-data""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/google/cluster-data	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Telemetry bổ trợ hoặc mô phỏng tải.	Không mặc định trace workload có nhãn service gây incident.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	google	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D048		Alibaba cluster traces	Alibaba cluster traces	dataset_collection	https://github.com/alibaba/clusterdata	https://github.com/alibaba/clusterdata		cluster_workload_traces	release-specific; no blanket RCA labels	not_established_in_checked_sources	not_established_in_checked_sources	not_established	"[""https://github.com/alibaba/clusterdata""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/alibaba/clusterdata	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Nguồn workload bổ trợ, không phải benchmark NLP chính.	Kiểm tra mỗi phiên bản và điều khoản riêng; các release khác nhau không tự thành gold RCA.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	alibaba	HOLD_FOR_CLARIFICATION	False
D049		Azure public traces	Azure public traces	dataset_collection	https://github.com/Azure/AzurePublicDataset	https://github.com/Azure/AzurePublicDataset		cloud_workload_traces; release-specific_tables	release-specific; no general incident QA	CC-BY-4.0 data	MIT code	explicit_separate_data_code	"[""https://github.com/Azure/AzurePublicDataset""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://github.com/Azure/AzurePublicDataset	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Khảo sát workload cloud và quy trình ghi provenance.	LICENSE và LICENSE-CODE tách biệt; chọn đúng release, không tổng hợp mọi bản thành một tập nhãn.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	Azure	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D050		Yahoo Webscope S5	Yahoo Webscope S5	dataset_release_access_unconfirmed	https://webscope.sandbox.yahoo.com/catalog.php?datatype=s&did=70	https://webscope.sandbox.yahoo.com/catalog.php?datatype=s&did=70		time_series (candidate)	not checked in current accessible source	not_established_in_checked_sources	not_established_in_checked_sources	not_established	"[""https://webscope.sandbox.yahoo.com/catalog.php?datatype=s&did=70""]"	landing_blocked_in_audit; access_requirements_unconfirmed	https://webscope.sandbox.yahoo.com/catalog.php?datatype=s&did=70	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Ứng viên AD dự phòng, không đặt vào đường triển khai chính.	Không xác nhận được điều kiện truy cập/đăng ký hiện tại qua trang bị chặn; cần người dùng kiểm tra lại.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	webscope.sandbox.yahoo.com	HOLD_FOR_CLARIFICATION	False
D051		ITBench	ITBench-Lite	dataset_collection	https://huggingface.co/datasets/ibm-research/ITBench-Lite	https://huggingface.co/datasets/ibm-research/ITBench-Lite	https://arxiv.org/abs/2502.05352	offline_IT_scenario_snapshots	scenario diagnosis/automation reference artifacts	Apache-2.0	see ITBench code	explicit_dataset_card	"[""https://huggingface.co/datasets/ibm-research/ITBench-Lite""]"	public_landing_and_file_or_download_listing; assets_not_tested	https://huggingface.co/datasets/ibm-research/ITBench-Lite	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P0	Ưu tiên nhánh SRE để thử triage offline ít phụ thuộc hạ tầng.	65 scenario: 35 SRE, 15 FinOps, 15 CISO theo card. Không dùng các miền ngoài SRE để thổi số ca RCA.	Bản offline từ hệ sinh thái ITBench; không cộng lại cùng scenario interactive.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	ibm-research	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D052		ITBench	ITBench framework	generation_platform	https://github.com/itbench-hub/ITBench	https://github.com/itbench-hub/ITBench	https://arxiv.org/abs/2502.05352	interactive_IT_automation_scenarios	scenario-ground-truth generated/executed by framework	NOT_APPLICABLE: platform; scenario data separately scoped	Apache-2.0	code_only	"[""https://github.com/itbench-hub/ITBench""]"	public_platform_repository	https://github.com/itbench-hub/ITBench	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Mở rộng sau MVP offline, không coi code là dataset mới.	Repository chính itbench-hub/ITBench. Giữ môi trường sandbox; không chạy tác động hệ thống thật.	Cùng hệ sinh thái ITBench-Lite D051; code/platform không là tập ca mới.	Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	itbench-hub	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D053		AIOpsLab	AIOpsLab	generation_platform	https://github.com/microsoft/AIOpsLab	https://github.com/microsoft/AIOpsLab	https://arxiv.org/abs/2501.06706	fault_injection; telemetry_collection; agent_tasks	generated scenario ground truth	NOT_APPLICABLE: platform	MIT	code_only	"[""https://github.com/microsoft/AIOpsLab""]"	public_platform_repository	https://github.com/microsoft/AIOpsLab	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Tự sinh incident kiểm soát cho phần mở rộng.	Cần hạ tầng và cấu hình tái lập; không phải sẵn một kho runbook-ticket hoàn chỉnh.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	microsoft	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D054		OpenTelemetry Demo	OpenTelemetry Demo	generation_platform	https://github.com/open-telemetry/opentelemetry-demo	https://github.com/open-telemetry/opentelemetry-demo		microservice_demo; logs; metrics; traces	none until scenario/annotation is defined	NOT_APPLICABLE: demo application	Apache-2.0	code_only	"[""https://github.com/open-telemetry/opentelemetry-demo""]"	public_demo_repository	https://github.com/open-telemetry/opentelemetry-demo	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Tự dựng thí nghiệm observability trong sandbox.	Ứng dụng mẫu Astronomy Shop, không tự có gold RCA chỉ vì có telemetry.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	open-telemetry	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D055		DeathStarBench	DeathStarBench	generation_platform	https://github.com/delimitrou/DeathStarBench	https://github.com/delimitrou/DeathStarBench		microservice_benchmark_applications	none until fault experiments are specified	NOT_APPLICABLE: applications, not a static dataset	CONFLICT: README GPL-v2 versus LICENSE Apache-2.0	conflict	"[""https://github.com/delimitrou/DeathStarBench"", ""https://github.com/delimitrou/DeathStarBench/blob/master/LICENSE""]"	public_repository; code_license_conflict	https://github.com/delimitrou/DeathStarBench	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Nền tảng sinh dữ liệu mở rộng sau khi làm rõ code license.	README và LICENSE không nhất quán. Không gộp dữ liệu sinh trên cùng app với benchmark khác thành nguồn độc lập.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	delimitrou	HOLD_FOR_CLARIFICATION	False
D056		Train Ticket application	Train Ticket application	generation_platform	https://github.com/FudanSELab/train-ticket	https://github.com/FudanSELab/train-ticket		microservices_demo_application	no standalone incident gold	NOT_APPLICABLE: application code	Apache-2.0	code_only	"[""https://github.com/FudanSELab/train-ticket""]"	public_application_repository	https://github.com/FudanSELab/train-ticket	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Sinh thêm ca lỗi có nhãn sau khi có baseline.	App không phải chính các ca lỗi RCAEval/Nezha/LEMMA; phải ghi run_id và lineage.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	FudanSELab	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D057		Online Boutique application	Online Boutique application	generation_platform	https://github.com/GoogleCloudPlatform/microservices-demo	https://github.com/GoogleCloudPlatform/microservices-demo		microservices_demo_application	no standalone incident gold	NOT_APPLICABLE: application code	Apache-2.0	code_only	"[""https://github.com/GoogleCloudPlatform/microservices-demo""]"	public_application_repository	https://github.com/GoogleCloudPlatform/microservices-demo	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Nền tảng demo tương ứng miền RCAEval-OB.	Không cộng ứng dụng này như một bộ dữ liệu RCA hoàn chỉnh.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	GoogleCloudPlatform	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D058		Kubernetes troubleshooting documentation	Kubernetes troubleshooting documentation	corpus_to_collect	https://kubernetes.io/docs/tasks/debug/	https://kubernetes.io/docs/tasks/debug/		technical_documentation	none; qrels must be annotated	CC-BY-4.0 for website documentation	see website repository components	explicit_documentation_license	"[""https://kubernetes.io/docs/tasks/debug/"", ""https://github.com/kubernetes/website/blob/main/LICENSE""]"	public_documentation_pages	https://kubernetes.io/docs/tasks/debug/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P0	Knowledge base giải thích lỗi và bước kiểm tra.	Ghim phiên bản Kubernetes/ngày sửa; không thực thi hướng dẫn chứa trong tài liệu lấy về.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	kubernetes.io	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D059		Prometheus Operator runbooks	Prometheus Operator runbooks	corpus_to_collect	https://github.com/prometheus-operator/runbooks	https://runbooks.prometheus-operator.dev/		alert_runbooks	alert-name links; incident qrels not pre-validated	Apache-2.0 repository text distribution	Apache-2.0	repo_assets_license	"[""https://github.com/prometheus-operator/runbooks""]"	public_repository_and_runbook_site	https://github.com/prometheus-operator/runbooks	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P0	Knowledge base alert→runbook và evidence retrieval.	Tên alert khớp không tự chứng minh runbook giải đúng nguyên nhân; cần annotation theo ngữ cảnh.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	prometheus-operator	REVIEW_STATED_TERMS_BEFORE_COLLECTION	False
D060		Google SRE workbook	Google SRE workbook	corpus_access_unconfirmed	https://sre.google/workbook/	https://sre.google/workbook/		SRE_reference_text	none	not_established_in_checked_sources	NOT_APPLICABLE	not_established	"[""https://sre.google/workbook/""]"	landing_blocked_in_audit	https://sre.google/workbook/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P3	Nguồn tham khảo quy trình, chưa đưa vào crawl batch.	Chưa xác nhận được quyền sao chép corpus từ trang trong đợt kiểm tra này.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	sre.google	HOLD_FOR_CLARIFICATION	False
D061		Google Cloud incident history	Google Cloud incident history	corpus_to_collect	https://status.cloud.google.com/summary	https://status.cloud.google.com/summary		incident_summaries; postmortems	none unless independently annotated	no dataset-specific reuse grant established	NOT_APPLICABLE	publisher_terms_review_required	"[""https://status.cloud.google.com/summary""]"	public_history_landing	https://status.cloud.google.com/summary	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Lịch sử sự cố để xây retrieval corpus có timestamp.	Public page không phải public-domain. Loại toàn bộ tài liệu của test incident khỏi knowledge snapshot.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	status.cloud.google.com	HOLD_FOR_CLARIFICATION	False
D062		AWS post-event summaries	AWS post-event summaries	corpus_to_collect	https://aws.amazon.com/premiumsupport/technology/pes/	https://aws.amazon.com/premiumsupport/technology/pes/		post_event_reports	none unless independently annotated	no dataset-specific reuse grant established	NOT_APPLICABLE	publisher_terms_review_required	"[""https://aws.amazon.com/premiumsupport/technology/pes/""]"	public_postevent_landing	https://aws.amazon.com/premiumsupport/technology/pes/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Nguồn lịch sử xử lý sự cố và ngôn ngữ kỹ thuật.	Chỉ lập kế hoạch; trước bulk crawl kiểm tra robots/terms và quyền lưu/tái phân phối.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	aws.amazon.com	HOLD_FOR_CLARIFICATION	False
D063		Cloudflare postmortems	Cloudflare postmortems	corpus_to_collect	https://blog.cloudflare.com/tag/post-mortem/	https://blog.cloudflare.com/tag/post-mortem/		postmortem_articles	none unless independently annotated	no dataset-specific reuse grant established	NOT_APPLICABLE	publisher_terms_review_required	"[""https://blog.cloudflare.com/tag/post-mortem/""]"	public_tag_landing	https://blog.cloudflare.com/tag/post-mortem/	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P1	Corpus sự cố đã xảy ra cho retrieval lịch sử.	Bài sửa sau ngày sự cố có thể chứa đáp án tương lai; cần record published_at và updated_at.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	blog.cloudflare.com	HOLD_FOR_CLARIFICATION	False
D064		GitHub status history	GitHub status history	corpus_to_collect	https://www.githubstatus.com/history	https://www.githubstatus.com/history		incident_updates	none unless independently annotated	no dataset-specific reuse grant established	NOT_APPLICABLE	publisher_terms_review_required	"[""https://www.githubstatus.com/history""]"	public_history_landing	https://www.githubstatus.com/history	2026-09-12	primary_landing_and_license_statement_only; no_data_asset_download	False	P2	Corpus trạng thái/timeline, không mặc định có nguyên nhân gốc.	Status incident ngắn có thể không chứa RCA; cần lọc chất lượng và giữ nguồn.		Đối chiếu giấy phép đúng phiên bản; ghi revision/ngày truy cập; chỉ sau đó tải mẫu nhỏ để kiểm tra schema và nhãn.	www.githubstatus.com	HOLD_FOR_CLARIFICATION	False
